title,description,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasEmail,landingPage,updateFrequency,theme,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.1.downloadURL,distribution.0.size,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.format,distribution.3.downloadURL,distribution.3.title,distribution.3.format,distribution.4.downloadURL,distribution.4.title,distribution.4.format,distribution.5.downloadURL,distribution.5.title,distribution.5.format,distribution.6.downloadURL,distribution.6.title,distribution.6.format,distribution.7.downloadURL,distribution.7.title,distribution.7.format,distribution.8.downloadURL,distribution.8.title,distribution.8.format,distribution.9.downloadURL,distribution.9.title,distribution.9.format,distribution.10.downloadURL,distribution.10.title,distribution.10.format,distribution.11.downloadURL,distribution.11.title,distribution.11.format,distribution.12.downloadURL,distribution.12.title,distribution.12.format,distribution.13.downloadURL,distribution.13.title,distribution.13.format,distribution.14.downloadURL,distribution.14.title,distribution.14.format,distribution.15.downloadURL,distribution.15.title,distribution.15.format,distribution.16.downloadURL,distribution.16.title,distribution.16.format,distribution.17.downloadURL,distribution.17.title,distribution.17.format,distribution.18.downloadURL,distribution.18.title,distribution.18.format,distribution.19.downloadURL,distribution.19.title,distribution.19.format,distribution.20.downloadURL,distribution.20.title,distribution.20.format,distribution.21.downloadURL,distribution.21.title,distribution.21.format,distribution.22.downloadURL,distribution.22.title,distribution.22.format,distribution.23.downloadURL,distribution.23.title,distribution.23.format,distribution.24.downloadURL,distribution.24.title,distribution.24.format
AE001 Public expenditure on walking and cycling ($ million),Transport Dashboard - Walking & Cycling: Public expenditure on walking and cycling ($ million)  from 2007/08 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae001-public-expenditure-on-walking-and-cycling-million,https://creativecommons.org/licenses/by/4.0,"cycling, transport expenditure, walking",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae001-public-expenditure-on-walking-and-cycling-million,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE001-Expenditureonwalkingandcyclingmillion?:embed=y&:display_count=n&:origin=viz_share_link,AE001 Public expenditure on walking and cycling ($ million),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE020 Pedestrian deaths by region,Transport Dashboard - Walking & Cycling: Pedestrian deaths by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae020-pedestrian-deaths-by-region,https://creativecommons.org/licenses/by/4.0,"deaths, road safety, walking",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae020-pedestrian-deaths-by-region,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE020-Pedestriandeathsbyregion_1?:embed=y&:display_count=n&:origin=viz_share_link,AE020 Pedestrian deaths by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE021 Pedestrian hospitalisations > 1 night as a result of vehicle crashes,Transport Dashboard - Walking & Cycling: Pedestrian hospitalisations > 1 night as a result of vehicle crashes  from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae021-pedestrian-hospitalisations-1-night-as-a-result-of-vehicle-crashes,https://creativecommons.org/licenses/by/4.0,"injuries, road safety, walking",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae021-pedestrian-hospitalisations-1-night-as-a-result-of-vehicle-crashes,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE021-Pedestrianhospitalisations1nightasaresultofvehiclecrashesbyregion?:embed=y&:display_count=n&:origin=viz_share_link,AE021 Pedestrian hospitalisations > 1 night as a result of vehicle crashes,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE024 Cyclist deaths by region,Transport Dashboard - Walking & Cycling: Cyclist deaths by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae024-cyclist-deaths-by-region,https://creativecommons.org/licenses/by/4.0,"cycling, deaths, road safety",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae024-cyclist-deaths-by-region,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE024-Cyclistdeathsbyregion?:embed=y&:display_count=n&:origin=viz_share_link,AE024 Cyclist deaths by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE025 Cyclist hospitalisations >1 night as a result of vehicle crashes,Transport Dashboard - Walking & Cycling: Cyclist hospitalisations >1 night as a result of vehicle crashes  from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae025-cyclist-hospitalisations-1-night-as-a-result-of-vehicle-crashes,https://creativecommons.org/licenses/by/4.0,"cycling, injuries, road safety",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae025-cyclist-hospitalisations-1-night-as-a-result-of-vehicle-crashes,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE025-Cyclisthospitalisations1nightasaresultofvehiclecrashes?:embed=y&:display_count=n&:origin=viz_share_link,AE025 Cyclist hospitalisations >1 night as a result of vehicle crashes,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE026 Cycle helmet use by age group (%),Transport Dashboard - Walking & Cycling: Cycle helmet use by age group (%)  from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae026-cycle-helmet-use-by-age-group,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae026-cycle-helmet-use-by-age-group,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE026-Cyclehelmetusebyagegroup?:embed=y&:display_count=n&:origin=viz_share_link,AE026 Cycle helmet use by age group (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE027 Cycle helmet use by region (%),Transport Dashboard - Walking & Cycling: Cycle helmet use by region (%)  from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae026-cycle-helmet-use-by-age-group/ae027-cycle-helmet-use-by-region,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae026-cycle-helmet-use-by-age-group/ae027-cycle-helmet-use-by-region,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE027-Cyclehelmetusebyregion?:embed=y&:display_count=n&:origin=viz_share_link,AE027 Cycle helmet use by region (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Domestic Freight (Road, Rail, and Coastal Shipping)","Transport Dashboard - landing page for dashboards under Domestic Freight (Road, Rail, and Coastal Shipping)",https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/,https://creativecommons.org/licenses/by/4.0,freight,,08-03-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/,,transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR001 Freight tonne-km and tonnes by commodity 2012,Transport Dashboard - Domestic Freight: Tonne-Kilometres (Billion) and Tonnes (Million) by commodity group for 2012,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr001-freight-tonne-km-and-tonnes-by-commodity-2012,https://creativecommons.org/licenses/by/4.0,"freight, volumes",,25-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr001-freight-tonne-km-and-tonnes-by-commodity-2012,Annual,transport,https://public.tableau.com/views/Freight_4/FR001-FreightTonne-KMandTonnesbyCommodity2012?:embed=y&:display_count=n&:origin=viz_share_link,FR001 Freight tonne-km and tonnes by commodity 2012,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR002 Freight tonne-km and tonnes by mode,Transport Dashboard - Domestic Freight: Freight tonne-km and tonnes by mode from 2006/07,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr002-freight-tonne-km-and-tonnes-by-mode,https://creativecommons.org/licenses/by/4.0,"coastal, freight, heavy vehicles, rail, shipping, volumes",,25-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr002-freight-tonne-km-and-tonnes-by-mode,Annual,transport,https://public.tableau.com/views/Freight_4/FR002-FreightTonne-KMandTonnesbyMode?:embed=y&:display_count=n&:origin=viz_share_link,FR002 Freight tonne-km and tonnes by mode,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR006 Road freight tonne-KM (billion),Transport Dashboard - Domestic Freight: Road freight (truck & trailer) tonne-KM (billion) from 2001 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr006-road-freight-tonne-km-billion,https://creativecommons.org/licenses/by/4.0,"coastal, freight, shipping, volumes",,25-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr006-road-freight-tonne-km-billion,Annual,transport,https://public.tableau.com/views/Freight_4/FR006-Roadfreighttonne-KMbillion?:embed=y&:display_count=n&:origin=viz_share_link,FR006 Road freight tonne-KM (billion),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR007 Rail freight tonne kilometres by commodity group (billion),Transport Dashboard - Domestic Freight: Rail freight tonne kilometres by commodity group (billion)  from 2012 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr007-rail-freight-tonne-kilometres-by-commodity-group-billion,https://creativecommons.org/licenses/by/4.0,"freight, rail, volumes",,25-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr007-rail-freight-tonne-kilometres-by-commodity-group-billion,Annual,transport,https://public.tableau.com/views/Freight_4/FR007-Railfreighttonnekilometresbycommoditygroupbillion?:embed=y&:display_count=n&:origin=viz_share_link,FR007 Rail freight tonne kilometres by commodity group (billion),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR005 Average load of heavy road vehicles (tonnes),Transport Dashboard - Domestic Freight: Average load of heavy road vehicles (tonnes) from 2001 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr005-average-load-of-heavy-road-vehicles-tonnes,https://creativecommons.org/licenses/by/4.0,"freight, heavy vehicles, volumes",,25-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr005-average-load-of-heavy-road-vehicles-tonnes,Annual,transport,https://public.tableau.com/views/Freight_4/FR005-Averageloadofheavyroadvehiclestonnes?:embed=y&:display_count=n&:origin=viz_share_link,FR005 Average load of heavy road vehicles (tonnes),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL001 Length of rail network by region (km),Transport Dashboard - Domestic Freight: Length of rail network by region (km),https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/rl001-length-of-rail-network-by-region-km,https://creativecommons.org/licenses/by/4.0,"freight, rail",,29-03-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/rl001-length-of-rail-network-by-region-km,Annual,transport,https://public.tableau.com/views/RailTransport_1/RL001-Lengthofrailnetworkbyregionkm?:embed=y&:display_count=n&:origin=viz_share_link,RL001 Length of rail network by region (km),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR009 Producers price indices - transport services,"Transport Dashboard - Domestic Freight: Producers price indices - transport services  (rail, water, air and other transport; road transport) from 1994 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr009-producers-price-indices-transport-services,https://creativecommons.org/licenses/by/4.0,"coastal, freight, heavy vehicles, rail, shipping, transport prices",,25-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/fr009-producers-price-indices-transport-services,Annual,transport,https://public.tableau.com/views/Freight_4/FR009-Producerspriceindices-transportservices?:embed=y&:display_count=n&:origin=viz_share_link,FR009 Producers price indices - transport services,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL004 Rail deaths and serious injuries by type,Transport Dashboard - Domestic Freight: Rail deaths and serious injuries by type from 1994 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/rl004-rail-deaths-and-serious-injuries-by-type,https://creativecommons.org/licenses/by/4.0,"deaths, injuries, rail",,27-05-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/5-domestic-freight-road-rail-and-coastal-shipping/rl004-rail-deaths-and-serious-injuries-by-type,Annual,transport,https://public.tableau.com/views/RailTransport_1/RL004-RaildeathsandSeriousinjuriesbytype?:embed=y&:display_count=n&:origin=viz_share_link,RL004 Rail deaths and serious injuries by type,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Passenger and Freight,Transport Dashboard - landing page for dashboards under Air Passenger and Freight,https://www.transport.govt.nz/mot-resources/transport-dashboard/6-air-passenger-and-freight/,https://creativecommons.org/licenses/by/4.0,"air travel, freight",,08-03-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/6-air-passenger-and-freight/,,transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR005 Domestic and international arrivals and departures through main airports (millions),Transport dashboard - Air Passenger & Freight: Domestic and international arrivals and departures through main airports (millions)  from 2006 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/6-air-passenger-and-freight/ar005-domestic-and-international-arrivals-and-departures-through-main-airports-millions,https://creativecommons.org/licenses/by/4.0,"arrivals, departures",,24-04-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/6-air-passenger-and-freight/ar005-domestic-and-international-arrivals-and-departures-through-main-airports-millions,Annual,transport,https://public.tableau.com/views/AirTransport_4/AR005-Domesticandinternationalpassengerarrivalsanddeparturesthroughmainairportsmillions?:embed=y&:display_count=n&:origin=viz_share_link,AR005 Domestic and international arrivals and departures through main airports (millions),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR007 International arrivals and departures by type of stay (millions),Transport dashboard - Air Passenger & Freight: International arrivals and departures by type of stay (millions) from 2010 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/6-air-passenger-and-freight/ar007-international-arrivals-and-departures-by-type-of-stay-millions,https://creativecommons.org/licenses/by/4.0,"arrivals, departures",,24-04-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/6-air-passenger-and-freight/ar007-international-arrivals-and-departures-by-type-of-stay-millions,Annual,transport,https://public.tableau.com/views/AirTransport_4/AR007-Internationalarrivalsanddeparturesbytypeofstaymillions?:embed=y&:display_count=n&:origin=viz_share_link,AR007 International arrivals and departures by type of stay (millions),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
